age,storeys,score,latitude,longitude,graffiti,cladding,grounds,walkways
28,8,62,43.756754208,-79.223973575,3,3,4,3
56,16,65,43.759658618,-79.3350153122,5,3,3,3
56,22,60,43.7606174266,-79.3350540559,4,3,3,2
58,12,62,43.7045706478,-79.5274315017,4,3,4,3
52,43,73,43.7072324001,-79.3412260815,3,4,4,3
53,24,65,43.665727503,-79.383887543,3,2,4,3
123,3,67,43.6559630817,-79.377259039,5,3,4,3
113,3,56,43.667031521,-79.3817873,4,3,3,3
113,4,67,43.668007452,-79.382076109,4,3,3,4
46,21,75,43.667772301,-79.389524395,5,4,4,4
18,28,82,43.6544377686,-79.3759611563,4,4,4,4
96,6,64,43.6909297022,-79.3426537067,3,4,3,4
50,12,63,43.6884922382,-79.3520019211,3,3,4,4
73,6,69,43.6898605522,-79.3481479034,4,4,4,4
31,5,77,43.639805704,-79.434352266,5,3,4,4
78,3,64,43.758838149,-79.404040398,5,3,3,3
78,3,66,43.758987273,-79.403808031,5,3,3,3
68,4,60,43.70726196,-79.392157865,5,3,3,3
29,12,67,43.6622405151,-79.3787026496,4,4,3,3
50,23,62,43.66315507,-79.375194012,5,4,2,3
78,3,63,43.758631647,-79.405405385,5,3,3,3
78,3,64,43.758599533,-79.405110246,5,3,3,3
78,3,63,43.75869476,-79.404771805,5,3,3,3
49,5,54,43.7040852648,-79.519805739,4,3,2,2
78,3,66,43.758770542,-79.404411871,5,3,3,3
61,6,64,43.7601853527,-79.3232568581,5,3,2,4
8,16,84,43.709676333,-79.388685206,5,4,4,4
61,6,66,43.7596033924,-79.3222223212,4,3,3,4
69,3,60,43.7102443852,-79.4780441622,5,3,3,3
65,3,51,43.7102484483,-79.4788199831,5,3,2,3
70,3,65,43.7105271851,-79.478108176,5,4,4,3
69,3,64,43.710785688,-79.4782587773,5,4,4,3
68,3,55,43.7016828141,-79.476932762,3,3,3,3
65,3,41,43.7018879252,-79.4769449452,2,2,2,2
83,3,71,43.703370512,-79.516414059,5,3,4,4
62,6,59,43.7351335266,-79.2685742385,5,4,2,2
13,22,82,43.757534101,-79.404979514,5,4,4,4
63,5,61,43.7335331794,-79.2693313625,5,4,3,2
54,5,67,43.7343403668,-79.2681240316,5,3,3,4
59,12,60,43.6898019641,-79.3535830039,5,2,3,3
53,4,65,43.6894011372,-79.352872034,5,3,2,3
49,6,64,43.689482846,-79.3524948053,5,3,2,3
63,11,74,43.6673903164,-79.3827012027,5,4,4,4
78,3,64,43.714859025,-79.36014009,5,3,3,3
79,3,64,43.71515813,-79.359256459,5,3,3,3
69,3,67,43.715197605,-79.359028944,5,3,3,2
58,4,69,43.715346487,-79.358584186,5,3,3,3
98,4,60,43.680275983,-79.399224134,4,2,3,3
98,3,60,43.680405146,-79.399282271,4,2,3,3
98,3,64,43.680535547,-79.399334602,5,3,3,3
98,4,61,43.680836511,-79.399471888,5,3,2,3
98,4,63,43.680979699,-79.399528877,5,3,2,3
66,13,72,43.687301393,-79.402324341,5,3,3,4
67,13,72,43.687758523,-79.402478988,5,4,3,3
50,4,59,43.6865969215,-79.3555102879,4,3,3,3
60,10,76,43.709951709,-79.394607069,5,3,4,3
58,6,68,43.6861472911,-79.4191187193,5,4,3,3
75,3,61,43.687863917,-79.4206373441,5,3,3,3
100,4,60,43.6886115297,-79.4209411738,5,3,3,2
60,10,71,43.759908428,-79.3335295503,5,4,3,3
60,4,79,43.7601059767,-79.3318752196,5,4,3,4
60,7,53,43.7611846362,-79.3275443337,3,3,3,3
103,3,76,43.6493332023,-79.4831934689,5,4,4,4
66,4,59,43.63650442,-79.4877435636,3,2,3,3
94,4,66,43.6724718142,-79.3550560331,5,3,2,4
55,4,71,43.63899055,-79.4310530475,5,4,4,4
57,18,77,43.666302583,-79.37532155,5,4,4,4
55,5,62,43.7318879794,-79.5760047964,5,2,3,3
65,3,64,43.6838042523,-79.4870901288,4,4,4,4
65,3,65,43.6837517328,-79.4873082917,5,4,4,4
60,10,62,43.6640961132,-79.3738282072,4,3,3,3
73,4,71,43.6740184548,-79.3778037961,5,4,3,3
12,21,78,43.643486952,-79.531938,4,4,4,4
42,7,73,43.680522919,-79.55416175,5,4,3,3
58,10,69,43.637378606,-79.4292170392,4,3,3,4
56,22,72,43.683502319,-79.411166001,5,3,4,4
58,7,67,43.6356226752,-79.4284981005,4,3,4,3
64,9,69,43.6358852908,-79.4287210164,4,3,3,3
61,18,69,43.6361887697,-79.4287694979,5,3,3,3
61,5,73,43.635752524,-79.429340078,5,4,4,4
60,11,61,43.6377206965,-79.4283330254,3,3,3,3
44,9,54,43.664890999,-79.383181646,3,2,3,3
97,4,71,43.6655427276,-79.3805307384,4,3,4,3
60,12,66,43.6661438785,-79.3802674898,5,3,4,3
63,8,66,43.6662506335,-79.3798674479,4,4,4,3
63,7,74,43.6656528226,-79.3795549794,5,4,4,4
113,4,61,43.640425518,-79.436224414,5,3,3,3
111,3,52,43.6396160267,-79.4409064892,3,2,2,2
123,3,53,43.6387388333,-79.4444453098,3,2,2,3
123,3,59,43.6364714077,-79.4388819579,5,3,3,3
123,6,53,43.6387782668,-79.4448837374,3,2,2,3
73,6,69,43.6897704258,-79.345544715,2,4,3,4
56,12,65,43.690071937,-79.3439354915,3,3,3,5
58,8,76,43.690315439,-79.343198376,5,4,3,4
40,8,79,43.6393771047,-79.4331082627,5,4,4,4
106,4,57,43.6396109365,-79.4394716965,5,3,3,2
108,3,71,43.669198907,-79.384815824,5,3,3,3
65,9,75,43.66890094,-79.383531696,4,4,3,4
49,13,59,43.6592968038,-79.3718238702,3,4,2,2
69,3,51,43.6835075066,-79.4830125811,5,3,2,3
66,8,66,43.6382976952,-79.4360542052,5,3,2,2
61,12,63,43.639820653,-79.4374576953,5,3,3,3
63,6,66,43.6580102067,-79.4883644142,4,3,4,4
56,7,60,43.63765643,-79.4366087983,5,3,2,3
61,7,62,43.7172161806,-79.556700072500007,5,3,3,3
66,3,52,43.696215068,-79.475727208,4,3,3,2
63,4,56,43.696598977,-79.475898952,3,3,3,3
56,6,59,43.701165271,-79.423448224,5,4,2,3
56,4,63,43.6407196162,-79.4465973956,5,3,3,3
46,11,77,43.64019946,-79.4473075794,3,4,3,4
109,4,56,43.6492006854,-79.4505020154,3,2,3,2
93,4,63,43.653120199,-79.451329542,5,3,3,3
70,4,53,43.691135465,-79.471860488,3,2,3,3
60,12,69,43.70939135,-79.383934963,5,3,3,3
66,6,67,43.709725648,-79.385585765,5,3,4,3
60,5,59,43.709789927,-79.385265298,5,3,3,3
58,12,63,43.709548032,-79.3831759737,5,3,4,3
63,10,64,43.709864206,-79.384723421,5,3,3,3
69,4,59,43.6652587361,-79.5202448321,3,3,3,3
69,4,59,43.6651374005,-79.5205512959,3,3,3,3
54,18,64,43.682860253,-79.357706655,5,3,3,3
63,13,74,43.712311598,-79.392295109,5,4,3,4
73,3,68,43.7014521704,-79.4222090371,5,4,3,3
67,4,71,43.711378231,-79.396038937,5,3,4,4
60,9,67,43.7096507139,-79.3826287128,5,3,3,3
59,8,66,43.7101170493,-79.3836293624,5,3,4,3
43,7,70,43.6997242607,-79.4303144037,5,4,3,3
68,4,64,43.6988987568,-79.4340201951,3,3,3,3
52,14,82,43.7823877317,-79.300874192,5,5,4,4
49,24,69,43.6995418332,-79.2767370484,4,3,4,3
47,11,88,43.78385662,-79.294501805,5,5,5,4
56,4,61,43.7075770778,-79.4274046022,4,3,4,4
64,6,61,43.703250055,-79.526966387,4,3,3,3
62,6,75,43.703825264,-79.52767378,5,4,4,3
36,4,61,43.657882233,-79.348395465,5,3,3,3
58,13,61,43.6301975537,-79.5798906401,5,3,3,3
60,6,54,43.707356219,-79.485039044,4,2,2,2
52,12,60,43.6852405955,-79.5206409439,4,3,3,3
44,12,61,43.6839794618,-79.5249462549,4,3,3,3
63,7,61,43.6515343757,-79.563209379,5,3,3,3
41,19,81,43.8088087324,-79.2654841608,5,4,4,4
63,5,59,43.638729619,-79.564232582,4,3,3,3
53,4,63,43.6640064688,-79.5223413659,5,3,3,3
61,3,59,43.6646746732,-79.5222520533,5,3,2,3
68,4,63,43.6648936941,-79.522593185,5,3,3,3
69,3,57,43.664397075,-79.523219531,4,3,3,3
53,4,57,43.6649843377,-79.5228845636,3,2,3,4
69,3,59,43.664582261,-79.523537566,5,3,3,3
53,4,53,43.6646897872,-79.5237237327,3,3,2,2
64,3,54,43.719111062,-79.5589012928,5,3,3,3
63,9,64,43.636789032,-79.429849981,5,3,3,3
110,3,54,43.6719047611,-79.414243936,3,2,3,3
63,9,66,43.6723782892,-79.4929488594,5,4,3,3
63,9,69,43.6722506898,-79.4935197463,5,4,3,4
73,3,65,43.701371017,-79.422737402,5,3,3,3
61,6,58,43.694646278,-79.555063829,4,2,4,3
54,10,63,43.69438978,-79.556392249,4,3,3,3
64,6,76,43.690777349,-79.3433894286,5,3,3,3
60,12,60,43.656041966,-79.572403682,4,3,3,3
110,3,60,43.6733838455,-79.412221056800007,3,3,3,3
64,3,72,43.6899134728,-79.3986248426,5,3,4,3
64,3,72,43.689525789,-79.399154737,5,3,4,3
64,3,71,43.689842541,-79.398960779,5,3,4,3
66,3,61,43.6801785779,-79.4898358831,5,3,3,4
68,4,61,43.6366770656,-79.4361176047,5,3,3,3
66,4,68,43.7285394455,-79.2674579982,5,3,4,4
67,4,64,43.6369325333,-79.4362160328,5,3,3,3
98,4,61,43.6684598397,-79.3083945127,4,2,4,3
100,4,63,43.671968236,-79.29178994,5,2,2,3
118,3,64,43.672764209,-79.2883036582,4,3,3,4
48,3,69,43.6710986709,-79.2938756588,4,4,4,4
96,3,63,43.6712526429,-79.293268236,3,3,3,3
119,4,60,43.6610899926,-79.4126760562,5,2,3,3
103,4,64,43.6731843525,-79.2839314584,5,3,3,3
73,4,46,43.6910254603,-79.4700324618,5,2,2,2
73,4,46,43.69095169,-79.470613783,4,3,2,2
66,4,76,43.712817122,-79.392570284,5,4,3,4
63,5,60,43.638931663,-79.563356099,5,3,3,3
62,8,61,43.7026300664,-79.4192210423,4,3,3,3
65,6,53,43.729743761,-79.275420911,5,3,3,3
65,6,56,43.729840133,-79.274983998,5,3,3,3
29,5,64,43.6715902457,-79.3263209715,5,4,3,3
73,4,54,43.6915635966,-79.470083716,5,3,2,2
71,7,73,43.7019615716,-79.4227024565,5,3,4,4
69,6,64,43.702033574,-79.4195154938,4,3,3,4
61,13,74,43.711940704,-79.393282145,4,3,4,4
58,24,76,43.675673246,-79.392857876,5,4,4,4
58,24,76,43.675830415,-79.393625247,5,4,4,4
49,21,72,43.780734624,-79.3042139314,4,4,4,3
63,6,55,43.7287302268,-79.2769823529,2,3,3,3
62,6,52,43.7290106156,-79.2769309728,3,3,3,3
51,13,72,43.7815431046,-79.299799325,4,4,4,3
67,4,63,43.7014503061,-79.3870380708,5,3,3,3
61,7,68,43.7488905549,-79.5504144221,5,3,3,3
63,11,64,43.6680608437,-79.3797733761,4,3,3,4
63,4,62,43.7353799948,-79.3409353127,3,3,3,3
55,17,75,43.716007499,-79.3362261,4,4,4,4
56,17,69,43.717178707,-79.332997055,4,3,3,3
64,3,74,43.6157071247,-79.4949147117,5,4,4,4
28,5,74,43.6890657377,-79.4960622799,5,4,4,4
73,3,60,43.736205215,-79.44139433,5,3,3,3
65,3,64,43.7187817159,-79.4792140012,5,3,4,4
63,4,64,43.735097283,-79.342235727,4,3,3,3
63,7,58,43.637025183,-79.54003296,5,3,3,3
73,6,65,43.7377515394,-79.3430141694,5,3,3,4
63,6,60,43.7382619865,-79.3431334276,4,3,3,3
16,22,80,43.643657419,-79.532835392,5,4,4,4
73,4,60,43.7328694869,-79.3418228518,3,2,4,3
73,4,60,43.7330607404,-79.340845323,3,2,3,4
63,10,75,43.668324,-79.383444564,5,4,4,4
63,11,61,43.668460296,-79.379959886,3,3,3,4
63,9,72,43.669040993,-79.37729738,5,3,4,4
52,8,69,43.64846976,-79.525809494,4,3,4,3
52,8,67,43.648974484,-79.526198661,4,3,4,3
108,3,73,43.6700579538,-79.378947526,5,4,3,4
52,13,59,43.750094613,-79.516913628,5,3,3,3
49,15,51,43.770560291,-79.521405658,3,3,2,3
58,7,57,43.74918598,-79.563851453,5,3,2,3
56,3,66,43.610859495,-79.550105854,5,3,3,3
53,3,61,43.610802275,-79.550398922,5,3,3,3
53,16,63,43.6667874217,-79.4051232115,4,3,3,3
93,3,61,43.655531643,-79.454594071,4,4,3,3
58,14,68,43.6840883949,-79.4190637545,5,3,4,4
64,6,57,43.6847612919,-79.4193183625,4,3,3,3
80,4,65,43.6856480126,-79.4188899965,4,3,3,3
97,4,69,43.6855675188,-79.4196915676,5,4,3,4
97,4,68,43.6857351417,-79.419761989,5,4,3,3
97,4,64,43.6861505709,-79.4199250703,5,3,3,2
64,5,56,43.648227444,-79.530348478,3,2,3,3
64,5,56,43.648421735,-79.530760922,3,2,3,3
68,4,60,43.6492875275,-79.5040692616,5,3,4,3
49,22,60,43.6464029439,-79.5294506955,3,3,3,3
65,3,60,43.7360797537,-79.4390470159,5,3,2,3
63,3,64,43.7308134722,-79.4346272545,5,3,3,3
63,3,64,43.7306604453,-79.4351977557,5,3,3,3
51,18,78,43.752346265,-79.361904373,5,4,4,4
53,18,78,43.752378601,-79.360756664,3,4,4,4
58,11,60,43.7621440095,-79.5199371956,5,3,3,3
58,11,73,43.6932326583,-79.5665294242,5,3,3,3
69,4,59,43.6356967623,-79.4921362887,3,3,3,3
71,3,56,43.6365878484,-79.4403366563,5,3,3,3
63,12,63,43.7425445347,-79.5934989026,5,3,3,3
53,7,57,43.745074163,-79.5949238666,5,3,3,2
63,4,62,43.7357778684,-79.3410317074,3,3,3,3
64,4,60,43.7362179741,-79.3411712705,4,3,3,3
60,7,67,43.7371481492,-79.3412586289,5,4,3,4
62,4,65,43.729295625,-79.340139051,4,3,3,3
71,3,60,43.7104704684,-79.2900582076,5,2,3,3
71,3,63,43.7103165144,-79.2898372595,5,3,3,3
71,3,64,43.7103391108,-79.2897341837,5,2,4,3
16,8,75,43.669438916,-79.405207226,5,4,4,4
63,3,59,43.6926109398,-79.4780640156,5,3,3,3
56,14,58,43.7615247984,-79.5177662952,3,3,3,3
72,3,64,43.6160393846,-79.4896739143,4,3,4,2
73,3,59,43.6807571729,-79.4354334131,5,3,3,2
64,21,67,43.7579977095,-79.4369177756,5,3,3,3
53,15,74,43.7822047386,-79.2977983352,4,3,4,3
65,4,65,43.7270708607,-79.3014572881,5,3,4,3
67,4,70,43.7274308243,-79.3009591644,5,4,4,4
69,4,53,43.6380418956,-79.4902414702,3,2,3,3
69,4,53,43.6385102158,-79.4902204233,3,2,3,3
73,3,66,43.6863686196,-79.446744343,5,4,3,3
59,12,73,43.688804973,-79.3977604061,5,3,4,4
53,15,74,43.689297082,-79.3509250845,5,4,4,4
63,6,58,43.682364474,-79.406036401,5,2,3,3
67,4,67,43.726834232,-79.3021111159,5,4,3,3
73,4,58,43.7335956661,-79.3405231156,3,2,3,3
64,9,66,43.6348167577,-79.4347671675,5,3,3,3
68,3,69,43.729460131,-79.483123472,5,3,4,4
51,3,71,43.7296930914,-79.4831794143,5,3,4,4
63,3,55,43.6924423305,-79.478539855,5,2,2,2
53,3,50,43.6922639472,-79.4789792359,4,3,2,2
64,7,63,43.6343822215,-79.4353464505,5,3,3,4
56,11,71,43.6351237062,-79.434885342,5,3,4,3
83,3,51,43.665283034,-79.4705575166,3,3,2,3
63,4,58,43.6389180008,-79.4935703818,3,3,3,3
76,4,56,43.6345619465,-79.4922664925,4,2,3,3
49,15,62,43.770115213,-79.522300555,5,3,3,4
66,4,60,43.681900098,-79.405861723,5,3,3,3
64,4,57,43.682871103,-79.406514542,5,2,3,3
92,6,65,43.681922414,-79.399892991,5,3,3,3
92,6,62,43.682091902,-79.399998365,5,3,3,3
86,6,64,43.682245793,-79.400095977,5,3,3,3
63,4,69,43.589021479,-79.544011345,5,4,4,3
58,14,48,43.7295838093,-79.2673564135,3,3,3,2
62,6,58,43.6991965655,-79.478055589,4,3,2,3
63,7,69,43.6991175978,-79.4785706748,5,3,3,4
49,8,62,43.769263441,-79.522810626,5,2,3,3
58,5,69,43.6651850106,-79.4788057495,5,3,3,3
58,6,71,43.6947483145,-79.5594207061,5,3,3,3
73,3,61,43.7310658741,-79.4337847571,5,3,3,3
73,3,61,43.7309371038,-79.4339121991,5,3,3,3
63,3,61,43.731762015,-79.434811008,5,3,4,3
63,3,61,43.732014889,-79.434846428,5,3,3,3
18,5,63,43.645573462,-79.402433707,3,3,3,3
66,3,64,43.6158886447,-79.4889237637,5,3,4,3
113,3,63,43.6782401171,-79.4406119217,5,3,3,3
66,4,65,43.645605233,-79.473469677,5,4,4,3
56,19,75,43.774364871,-79.231567533,5,4,3,4
41,10,83,43.7883475227,-79.2401308981,5,5,4,5
55,24,54,43.6965267454,-79.2862044067,3,3,3,3
53,24,62,43.6959726218,-79.2874840709,5,3,4,3
49,15,72,43.6951670415,-79.300346352,3,3,4,4
64,3,60,43.6151367665,-79.4949740706,5,3,3,2
61,10,53,43.718686691,-79.329087808,2,2,2,2
69,3,71,43.7308109846,-79.483724006,5,3,3,4
56,4,64,43.646159833,-79.473952107,5,3,3,3
96,4,60,43.6507245776,-79.4756999777,5,3,3,3
58,14,77,43.6895733735,-79.3465420209,5,4,4,4
53,12,71,43.6872970491,-79.5138247015,5,4,4,3
58,6,67,43.6862572017,-79.4205091035,5,4,3,3
60,9,65,43.6866664958,-79.4213590285,4,3,3,4
61,4,69,43.63895874,-79.491216297,5,3,3,3
68,3,66,43.6418182703,-79.4734954381,5,4,4,4
65,3,74,43.729465669,-79.4599073969,5,4,4,4
68,3,70,43.7316216812,-79.4836767511,5,3,4,3
55,23,62,43.6739626249,-79.35545117,5,4,3,3
49,17,64,43.7471776431,-79.5819972103,5,3,2,2
57,24,79,43.6501910215,-79.4940291116,5,4,4,4
56,14,52,43.7652112364,-79.2054482242,3,3,3,3
64,3,60,43.7078158856,-79.4828804419,5,3,3,3
20,10,78,43.6469614175,-79.4003305957,5,4,4,4
72,3,56,43.7425559066,-79.436710293,2,3,3,3
97,4,62,43.6826975439,-79.4006048601,5,3,3,3
55,24,64,43.673945589,-79.3561095196,5,4,3,4
60,7,65,43.731696421,-79.578498513,5,3,3,2
65,3,69,43.7300526745,-79.4595177072,5,3,3,4
62,7,71,43.6986462208,-79.4772084771,5,4,4,4
62,7,77,43.69855491,-79.4776237229,5,4,4,4
54,24,70,43.6946110438,-79.3012502948,4,3,3,4
56,4,61,43.646232595,-79.473567835,4,3,3,3
66,4,58,43.6391002088,-79.4927582679,3,3,3,3
57,11,70,43.673266415,-79.401942382,5,3,3,3
73,3,56,43.746407389,-79.435862592,5,2,3,3
68,3,59,43.746615983,-79.435910637,5,3,3,3
67,4,66,43.637708415,-79.493537791,4,3,3,3
63,5,69,43.688002772,-79.420528429,5,4,4,3
84,4,70,43.6883914125,-79.4208539018,5,4,4,3
69,3,53,43.699408188,-79.425298336,3,3,3,3
113,3,61,43.6734656352,-79.3567572276,5,3,3,3
63,7,59,43.7318117655,-79.4323417364,4,3,3,2
63,4,51,43.7333899444,-79.4327147932,4,2,3,3
63,6,63,43.6538260344,-79.4041248696,3,3,3,3
55,4,70,43.6980801264,-79.3913521061,5,2,4,4
68,4,55,43.7237073315,-79.4303236253,4,3,3,3
68,4,52,43.7239351487,-79.4303884781,3,3,3,3
68,4,52,43.7241610224,-79.430453768,4,3,3,2
50,13,74,43.788199734,-79.195048036,4,4,3,3
53,3,69,43.670262063,-79.312623636,5,4,3,3
47,25,77,43.7263188872,-79.326226049,5,4,4,3
50,21,73,43.7269902086,-79.3255519981,5,3,3,3
64,4,76,43.6707253488,-79.3116255888,5,3,4,4
63,4,68,43.6712621487,-79.3112236755,5,4,2,4
58,9,61,43.705815973199996,-79.4929514926,4,3,3,3
63,3,55,43.7023837133,-79.4491090339,5,3,3,3
89,3,65,43.6722400679,-79.3102957191,5,3,3,4
65,3,64,43.7118569119,-79.4634512114,5,3,3,2
68,8,63,43.669735327,-79.40029681,5,4,3,3
73,4,56,43.7508224875,-79.4620209197,4,3,2,3
56,15,64,43.739202145,-79.5181434205,5,4,3,3
29,7,67,43.7734806321,-79.4511037364,5,3,3,4
53,3,53,43.5964677735,-79.5233498233,5,2,2,3
34,9,57,43.6423363643,-79.4160843491,3,3,3,3
38,6,59,43.6778029989,-79.3304925488,4,3,2,3
40,8,56,43.6779324239,-79.3299297782,5,2,2,3
54,15,65,43.7751212941,-79.3490805112,5,3,4,3
57,4,65,43.7602818032,-79.4991391395,5,3,3,4
53,22,65,43.7629761181,-79.502065617,4,3,3,3
55,20,68,43.658994583,-79.430040338,5,3,4,4
60,10,61,43.661225213,-79.515144165,4,3,3,3
60,10,59,43.661101768,-79.515869361,4,3,3,3
60,10,58,43.660764915,-79.516320063,3,3,3,3
73,3,53,43.6528825044,-79.4321278569,3,3,3,3
58,3,59,43.702756083,-79.4397938426,3,3,3,3
56,13,60,43.7827450557,-79.4483048718,4,3,3,3
13,4,65,43.6397760709,-79.4400112258,5,3,3,3
69,5,63,43.705053002,-79.488084842,4,3,3,3
54,7,62,43.7506086737,-79.5580653576,5,3,3,3
73,4,60,43.652601481,-79.525645179,5,3,3,3
73,4,60,43.652394933,-79.525845839,5,3,3,3
73,4,60,43.652203577,-79.525983776,5,3,3,3
21,3,58,43.6807944237,-79.3340917426,4,3,3,3
68,6,60,43.7249788623,-79.5580297876,5,2,3,3
67,3,58,43.7331587008,-79.4345882213,3,3,3,3
66,4,61,43.738720321,-79.419728517,5,2,2,3
51,7,60,43.6755554537,-79.3981323279,5,3,3,2
64,4,70,43.670497618,-79.313073089,5,3,3,4
63,3,64,43.601494318,-79.506580956,5,3,3,3
63,4,61,43.601842503,-79.506732984,5,3,3,3
51,22,67,43.762581653,-79.504256907,5,3,3,3
65,3,61,43.5991188211,-79.5012245162,5,3,3,3
53,6,66,43.681930505,-79.511655476,5,4,3,3
55,10,60,43.771058443,-79.344641223,4,3,3,4
55,15,51,43.7806384694,-79.3474983213,4,3,3,3
63,4,63,43.6728164425,-79.3184832171,3,3,2,3
55,9,74,43.716768049,-79.331308961,5,3,4,4
68,3,68,43.6020354915,-79.5156367545,5,3,3,3
48,6,81,43.7960933089,-79.3168137535,5,4,4,4
55,23,67,43.7616033794,-79.5015843988,5,3,3,3
50,22,69,43.761108533,-79.503752985,5,3,3,3
55,6,57,43.7728864941,-79.4432661421,4,3,3,3
44,28,79,43.6677613551,-79.3884160975,5,4,3,4
66,4,60,43.701182908,-79.3760801591,5,3,3,3
69,6,69,43.689065755,-79.419580207,5,3,3,4
93,3,69,43.693814525,-79.4231231926,5,3,4,4
73,4,67,43.6942486943,-79.4234335468,5,4,3,3
73,5,65,43.6945897541,-79.4235472472,4,4,1,3
82,3,70,43.6950513231,-79.4234851985,5,2,4,3
47,10,74,43.7058074036,-79.426918953,5,3,4,4
53,7,53,43.7242678241,-79.4295088351,5,2,3,3
66,4,59,43.6979650851,-79.3950974704,3,3,3,3
57,18,77,43.6973600374,-79.3949972041,5,3,4,4
58,18,74,43.697965104,-79.3921328391,5,3,4,4
51,9,61,43.7565404948,-79.489787514,4,4,4,3
60,4,73,43.7419180472,-79.4861318994,5,4,4,4
73,4,66,43.7409197026,-79.4210747483,5,2,3,3
73,4,63,43.7414140473,-79.4211970066,5,3,4,3
73,4,56,43.7418257579,-79.4213046312,3,2,3,3
63,5,67,43.648946892,-79.494356545,5,3,3,3
83,5,60,43.6494614357,-79.495683937,5,3,3,2
66,3,56,43.6503199258,-79.4985552052,5,3,3,3
58,5,73,43.6954283333,-79.5605528482,5,4,4,3
58,5,67,43.6955590992,-79.5621204322,5,3,4,3
58,5,65,43.694473525,-79.563528031,5,3,3,3
54,9,60,43.7577107844,-79.4909188845,4,3,4,3
50,9,63,43.7569259596,-79.4910108744,4,4,4,4
62,14,64,43.656163448,-79.3914361873,4,4,3,3
53,15,62,43.6561325149,-79.3918839481,3,3,3,3
44,21,66,43.7812935158,-79.450030785,5,3,3,3
93,4,65,43.70948336,-79.3984518049,5,3,3,3
58,16,58,43.7801532474,-79.3463837726,5,2,3,3
55,7,66,43.7307518938,-79.2712141705,5,2,4,4
59,16,71,43.711401489000004,-79.396765679,5,4,4,4
68,4,60,43.7088608349,-79.38577257,5,3,3,3
93,4,59,43.6633467567,-79.3636941041,5,2,3,4
53,11,72,43.711887064,-79.394093393,5,4,4,4
60,10,67,43.7716015203,-79.4431815969,5,4,3,3
52,12,66,43.7880506952,-79.445991695,5,2,3,3
13,13,80,43.7132872773,-79.3923304336,5,4,4,4
73,3,60,43.722668083,-79.306350662,5,3,3,2
73,4,72,43.588709665,-79.534076049,5,4,3,3
63,3,60,43.6015075472,-79.4980054523,4,3,3,3
65,3,73,43.5965098168,-79.5007071218,5,4,4,3
107,3,63,43.6376046857,-79.4350091139,5,3,3,3
51,11,60,43.6811825432,-79.5647387346,4,3,3,3
50,16,61,43.6860920205,-79.5158718598,3,3,3,3
41,15,71,43.6852100383,-79.5218137723,4,3,3,3
73,4,65,43.740401247,-79.4209043268,5,3,3,3
61,3,64,43.705966961,-79.294406813,5,4,4,3
67,3,61,43.7387840807,-79.3424492566,5,3,3,4
56,4,59,43.75162192,-79.4974696596,5,4,3,3
60,7,72,43.7396579744,-79.3080818022,5,4,4,4
60,7,74,43.7399748227,-79.308126745,5,4,4,4
62,7,65,43.7402910045,-79.3084921125,5,3,3,3
61,6,73,43.706720954,-79.294444552,5,4,4,4
59,6,60,43.706999577,-79.294868767,5,3,2,3
73,7,64,43.6150903921,-79.4868989887,5,3,3,3
48,17,62,43.6567986347,-79.369926655,4,3,3,3
35,6,57,43.6582200015,-79.3706451728,3,3,3,4
45,16,67,43.7777650833,-79.4542079803,5,3,3,4
55,15,71,43.7793949183,-79.231861667,5,5,4,4
55,15,78,43.7813130122,-79.2295091754,5,4,4,4
18,7,78,43.7222177359,-79.4134144337,5,3,4,4
59,16,61,43.694910741,-79.5525691249,3,3,3,2
55,9,61,43.7587124736,-79.4913415398,3,4,4,3
55,19,76,43.6694516489,-79.3986101072,5,4,4,4
29,10,68,43.6500861,-79.366016015,5,4,3,3
55,14,73,43.7904933942,-79.3906931297,4,3,4,3
57,18,70,43.791632438,-79.390465773,5,3,4,3
60,12,76,43.709034865,-79.392111771,5,4,4,4
60,11,75,43.709736351,-79.391538167,5,4,3,4
63,6,61,43.639553376,-79.509024033,5,3,3,3
67,6,76,43.689964772,-79.3476769455,5,3,4,4
92,3,68,43.635897529,-79.432069219,5,3,4,3
54,14,71,43.70694087,-79.392039669,5,3,3,4
78,3,69,43.7333055043,-79.4840342127,5,4,4,3
46,13,68,43.648139694,-79.5237605383,4,3,3,3
101,4,63,43.6387814414,-79.4452145314,5,3,3,3
93,3,59,43.7029512593,-79.3889169498,4,3,3,3
61,7,64,43.749760836,-79.550868013,5,4,3,3
27,11,69,43.6796722353,-79.4718686985,5,4,3,3
52,15,68,43.746846876,-79.514027683,5,3,4,4
61,6,74,43.7723093398,-79.4430722402,5,4,3,3
64,6,69,43.775246245,-79.4428772024,5,4,3,3
64,6,66,43.7762507176,-79.4431391381,5,3,3,4
53,17,60,43.7890444892,-79.447651938800007,5,2,3,3
65,4,60,43.616065741,-79.4876962773,4,3,3,3
65,4,71,43.7382018911,-79.3414669469,5,3,4,4
48,23,64,43.6572944435,-79.3703063901,5,3,3,3
54,15,61,43.791214032,-79.448752718,5,3,3,3
54,22,67,43.792379298,-79.442796041,2,4,3,3
57,16,59,43.791794206,-79.443484145,3,4,3,2
58,20,57,43.70045036,-79.344507259,2,3,3,3
73,4,61,43.7335260721,-79.3417293188,5,3,3,3
39,8,74,43.6410875936,-79.4277040009,5,4,3,3
